pop1900,pop1910,pop1920,pop1930,pop1940,pop1950,pop1960,pop1970,pop1980,pop1990,"fips","name"
1690,2332,3135,2980,2943,4719,5150,4842,6255,5972,"08103","CO Rio Blanco County"
4080,6563,7855,9953,12404,12832,11160,10494,10511,10770,"08105","CO Rio Grande County"
3661,7561,8948,9352,10525,8940,5900,6592,13404,14088,"08107","CO Routt County"
3853,4160,4638,6250,6173,5664,4473,3827,3935,4619,"08109","CO Saguache County"
2342,3063,1700,1935,1439,1471,849,831,833,745,"08111","CO San Juan County"
5379,4700,5281,2184,3664,2693,2944,1949,3192,3653,"08113","CO San Miguel County"
971,3061,4207,5580,5294,5095,4242,3405,3266,2690,"08115","CO Sedgwick County"
2744,2003,1724,987,1754,1135,2073,2665,8848,12881,"08117","CO Summit County"
29002,14351,6696,4141,6463,2754,2495,3316,8034,12468,"08119","CO Teller County"
1241,6002,11208,9591,8336,7520,6625,5550,5304,4812,"08121","CO Washington County"
16808,39177,54059,65097,63747,67504,72344,89297,123438,131821,"08123","CO Weld County"
1729,8499,13897,13613,12102,10827,8912,8544,9682,8954,"08125","CO Yuma County"
908420,1114756,1380631,1606903,1709242,2007280,2535234,3031709,3107576,3287116,"09000","CT Connecticut"
184203,245322,320936,386702,418384,504342,653589,792814,807143,827645,"09001","CT Fairfield County"
195480,250182,336027,421097,450189,539661,689555,816737,807766,851783,"09003","CT Hartford County"
63672,70260,76262,82556,87041,98872,119856,144091,156769,174092,"09005","CT Litchfield County"
41760,45637,47550,51388,55999,67332,88865,114816,129017,143196,"09007","CT Middlesex County"
269163,337282,415214,463449,484316,545784,660315,744948,761337,804219,"09009","CT New Haven County"
82758,91253,104611,118966,125224,144821,185745,230348,238409,254957,"09011","CT New London County"
24523,26459,27216,28659,31866,44709,68737,103440,114823,128699,"09013","CT Tolland County"
46861,48361,52815,54086,56223,61759,68572,84515,92312,102525,"09015","CT Windham County"
184735,202322,223003,238380,266505,318085,446292,548104,594338,666168,"10000","DE Delaware"
32762,32721,31023,31841,34441,37870,65651,81892,98219,110993,"10001","DE Kent County"
109697,123188,148239,161032,179562,218879,307446,385856,398115,441946,"10003","DE New Castle County"
42276,46413,43741,45507,52502,61336,73195,80356,98004,113229,"10005","DE Sussex County"
278718,331069,437571,486869,663091,802178,763956,756510,638333,606900,"11000","DC District of Columbia"
278718,331069,437571,486869,663091,802178,763956,756510,638333,606900,"11001","DC District of Columbia"
528542,752619,968470,1468211,1897414,2771305,4951560,6789443,9746324,12937926,"12000","FL Florida"
32245,34305,31689,34365,38607,57026,74074,104764,151348,181596,"12001","FL Alachua County"
4516,4805,5622,6273,6510,6313,7363,9242,15289,18486,"12003","FL Baker County"
.,.,11407,12091,20686,42689,67131,75283,97740,126994,"12005","FL Bay County"
10295,14090,12503,9405,8717,11457,12446,14625,20023,22515,"12007","FL Bradford County"
5158,4717,8505,13283,16142,23653,111435,230006,272959,398978,"12009","FL Brevard County"
.,.,5135,20094,39794,83933,333946,620100,1018200,1255488,"12011","FL Broward County"
5132,7465,8775,7298,8218,7922,7422,7624,9294,11011,"12013","FL Calhoun County"
.,.,.,4013,3663,4286,12594,27559,58460,110975,"12015","FL Charlotte County"
5391,6731,5220,5516,5846,6111,9268,19196,54703,93515,"12017","FL Citrus County"
5635,6116,5621,6859,6468,14323,19535,32059,67052,105986,"12019","FL Clay County"
.,.,.,2883,5102,6488,15753,38040,85971,152099,"12021","FL Collier County"
17094,17689,14290,14638,16859,18216,20077,25250,35399,42613,"12023","FL Columbia County"
4955,11933,42753,142955,267739,495084,935047,1267792,1625781,1937094,"12025","FL Dade County"
8047,14200,25434,7745,7792,9242,11683,13060,19039,23865,"12027","FL DeSoto County"
.,.,.,6419,7018,3928,4479,5480,7751,10585,"12029","FL Dixie County"
39733,75163,113540,155503,210143,304029,455411,528865,571003,672971,"12031","FL Duval County"
28313,38029,49386,53594,74667,112706,173829,205334,233794,262798,"12033","FL Escambia County"
.,.,2442,2466,3008,3367,4566,4454,10913,28701,"12035","FL Flagler County"
4890,5201,5318,6283,5991,5814,6576,7065,7661,8967,"12037","FL Franklin County"
15294,22198,23539,29890,31450,36457,41989,39184,41565,41105,"12039","FL Gadsden County"
.,.,.,4137,4250,3499,2868,3551,5767,9667,"12041","FL Gilchrist County"
.,.,.,2762,2745,2199,2950,3669,5992,7591,"12043","FL Glades County"
.,.,.,3182,6951,7460,9937,10096,10658,11504,"12045","FL Gulf County"
11881,11825,9873,9454,9778,8981,7705,7787,8761,10930,"12047","FL Hamilton County"
.,.,.,10348,10158,10073,12370,14889,19379,19499,"12049","FL Hardee County"
.,.,.,3492,5237,6051,8119,11859,18599,25773,"12051","FL Hendry County"
3638,4997,4548,4948,5641,6693,11205,17004,44469,101115,"12053","FL Hernando County"
.,.,.,9192,9246,13636,21338,29507,47526,68432,"12055","FL Highlands County"
36013,78374,88257,153519,180148,249894,397788,490265,646960,834054,"12057","FL Hillsborough County"
7762,11557,12850,12924,15447,13988,10844,10720,14723,15778,"12059","FL Holmes County"
.,.,.,6724,8957,11872,25309,35992,59896,90208,"12061","FL Indian River County"
23377,29821,31224,31969,34428,34645,36208,34434,39154,41375,"12063","FL Jackson County"
16195,17210,14502,13408,12032,10413,9543,8778,10703,11296,"12065","FL Jefferson County"
4987,6710,6242,4361,4405,3440,2889,2892,4035,5578,"12067","FL Lafayette County"
7467,9509,12744,23161,27255,36340,57383,69305,104870,152104,"12069","FL Lake County"
3071,6294,9540,14990,17488,23404,54539,105216,205266,335113,"12071","FL Lee County"
19887,19427,18059,23476,31646,51590,74225,103047,148655,192493,"12073","FL Leon County"
8603,10361,9921,12456,12550,10637,10364,12756,19870,25923,"12075","FL Levy County"
2956,4700,5006,4067,3752,3182,3138,3379,4260,5569,"12077","FL Liberty County"
15446,16919,16516,15614,16190,14197,14154,13481,14894,16569,"12079","FL Madison County"
4663,9550,18712,22502,26098,34704,69168,97115,148442,211707,"12081","FL Manatee County"
24403,26941,23968,29578,31243,38187,51616,69030,122488,194833,"12083","FL Marion County"
.,.,.,5111,6295,7807,16932,28035,64014,100900,"12085","FL Martin County"
18006,21563,19550,13624,14078,29957,47921,52586,63188,78024,"12087","FL Monroe County"
9654,10525,11340,9375,10826,12811,17189,20626,32894,43941,"12089","FL Nassau County"
.,.,9360,9897,12900,27533,61175,88187,109920,143776,"12091","FL Okaloosa County"
.,.,2132,4129,3000,3454,6424,11233,20264,29627,"12093","FL Okeechobee County"
11374,19107,19890,49737,70074,114950,263540,344311,471016,677491,"12095","FL Orange County"
3444,5507,7195,10699,10119,11406,19029,25267,49287,107728,"12097","FL Osceola County"
.,5577,18654,51781,79989,114688,228106,348753,576863,863518,"12099","FL Palm Beach County"
6054,7502,8802,10574,13981,20529,36785,75955,193643,281131,"12101","FL Pasco County"
.,.,28265,62149,91852,159249,374665,522329,728531,851659,"12103","FL Pinellas County"
12472,24148,38661,72291,86665,123997,195139,227222,321652,405382,"12105","FL Polk County"
11641,13096,14568,18096,18698,23615,32212,36290,50549,65070,"12107","FL Putnam County"
9165,13208,13061,18676,20012,24998,30034,30727,51303,83829,"12109","FL St. Johns County"
.,4075,7886,7057,11871,20180,39294,50836,87182,150171,"12111","FL St. Lucie County"
10293,14897,13670,14083,16085,18554,29547,37741,55988,81608,"12113","FL Santa Rosa County"
.,.,.,12440,16106,28827,76895,120413,202251,277776,"12115","FL Sarasota County"
.,.,10986,18735,22304,26883,54947,83692,179752,287529,"12117","FL Seminole County"
6187,6696,7851,10644,11041,11330,11869,14839,24272,31577,"12119","FL Sumter County"
14554,18603,19789,15731,17073,16986,14961,15559,22287,26780,"12121","FL Suwannee County"
3999,7103,11219,13136,11565,10416,13168,13641,16532,17111,"12123","FL Taylor County"
.,.,.,7428,7094,8906,6043,8112,10166,10252,"12125","FL Union County"
10003,16510,23374,42757,53710,74229,125319,169487,258762,370712,"12127","FL Volusia County"
5149,4802,5129,5468,5463,5258,5257,6308,10887,14202,"12129","FL Wakulla County"
9346,16460,12119,14576,14246,14725,15576,16087,21300,27760,"12131","FL Walton County"
10154,16403,11828,12180,12302,11888,11249,11453,14509,16919,"12133","FL Washington County"
2216331,2609121,2895832,2908506,3123723,3444578,3943116,4589575,5463105,6478216,"13000","GA Georgia"
12336,12318,10594,13314,14497,14003,13246,12726,15565,15744,"13001","GA Appling County"
.,.,7656,6894,7093,7362,6188,5879,6141,6213,"13003","GA Atkinson County"
.,.,6460,7055,8096,8940,8359,8233,9379,9566,"13005","GA Bacon County"
6704,7973,8298,7818,7344,5952,4543,3875,3808,3615,"13007","GA Baker County"
17768,18354,19791,22878,24190,29706,34064,34240,34686,39530,"13009","GA Baldwin County"
10545,11244,11814,9703,8733,6935,6497,6833,8702,10308,"13011","GA Banks County"
.,.,13188,12401,13064,13115,14485,16859,21354,29721,"13013","GA Barrow County"
20823,25388,24527,25364,25283,27370,28267,32663,40760,55911,"13015","GA Bartow County"
.,11863,14599,13047,14523,14879,13633,13171,16000,16245,"13017","GA Ben Hill County"
19440,22772,15573,14646,15370,13966,12038,11556,13525,14153,"13019","GA Berrien County"
50473,56646,71304,77042,83783,114079,141249,143418,150256,149967,"13021","GA Bibb County"
.,.,10532,9133,9655,9218,9642,10291,10767,10430,"13023","GA Bleckley County"
.,.,.,6895,6871,6387,5891,5940,8701,11077,"13025","GA Brantley County"
18606,23832,24538,21330,20497,18169,15292,13739,15255,15398,"13027","GA Brooks County"
6122,6702,6343,5952,6288,5965,6226,6539,10175,15438,"13029","GA Bryan County"
21377,26464,26133,26509,26010,24740,24263,31585,35785,43125,"13031","GA Bulloch County"
30165,27268,30836,29224,26520,23458,20596,18255,19349,20579,"13033","GA Burke County"
12805,13624,12327,9345,9182,9079,8976,10560,13665,15326,"13035","GA Butts County"
9274,11334,10225,10576,10438,8578,7341,6606,5717,5013,"13037","GA Calhoun County"
7669,7690,6969,6338,5910,7322,9975,11334,13371,30167,"13039","GA Camden County"
9518,10874,11709,9903,.,.,.,.,.,.,"13041","GA Campbell County"
.,.,9228,8991,9103,8063,6672,6412,7518,7744,"13043","GA Candler County"
26576,30855,34752,34272,34156,34112,36451,45404,56346,71422,"13045","GA Carroll County"
5823,7184,6677,9421,12199,15146,21101,28271,36991,42464,"13047","GA Catoosa County"
3592,4722,4536,4381,5256,4821,5313,5680,7343,8496,"13049","GA Charlton County"
71239,79690,100032,105431,117970,151481,188299,187767,202226,216935,"13051","GA Chatham County"
5790,5586,5266,8894,15138,12149,13011,25813,21732,16934,"13053","GA Chattahoochee County"
12952,13608,14312,15407,18532,21197,19954,20541,21856,22242,"13055","GA Chattooga County"
15243,16661,18569,20003,20126,20750,23001,31059,51699,90204,"13057","GA Cherokee County"
17708,23273,26111,25613,28398,36550,45363,65177,74498,87594,"13059","GA Clarke County"
8568,8960,7557,6943,7064,5844,4551,3636,3553,3364,"13061","GA Clay County"
9598,10453,11159,10260,11655,22872,46365,98043,150357,182052,"13063","GA Clayton County"
8732,8424,7984,7015,6437,6007,6545,6405,6660,6160,"13065","GA Clinch County"
24664,28397,30437,35408,38272,61830,114174,196793,297718,447745,"13067","GA Cobb County"
16169,21953,18653,19739,21541,23961,21953,22828,26894,29592,"13069","GA Coffee County"
13636,19789,29332,30622,33012,33999,34048,32200,35376,36645,"13071","GA Colquitt County"
10653,12328,11718,8793,9433,9525,13423,22327,40118,66031,"13073","GA Columbia County"
.,.,11180,11311,11919,12201,11822,12129,13490,13456,"13075","GA Cook County"
24980,28800,29047,25127,26972,27786,28893,32310,39268,53853,"13077","GA Coweta County"
10368,8310,8893,7020,7128,6080,5816,5748,7684,8991,"13079","GA Crawford County"
.,16423,18914,17343,17540,17663,17768,18087,19489,20011,"13081","GA Crisp County"
4578,4139,3918,4146,5894,7364,8666,9910,12318,13147,"13083","GA Dade County"
5442,4686,4204,3502,4479,3712,3590,3639,4774,9429,"13085","GA Dawson County"
29454,29045,31785,23622,22234,23620,25203,22310,25495,25511,"13087","GA Decatur County"
21112,27881,44051,70278,86942,136395,256782,415387,483024,545837,"13089","GA DeKalb County"
13975,20127,22540,21599,21022,17865,16483,15658,16955,17607,"13091","GA Dodge County"
26567,20554,20522,18025,16886,14159,11474,10404,10826,9901,"13093","GA Dooly County"
13679,16035,20063,22306,28565,43617,75680,89639,100718,96311,"13095","GA Dougherty County"
8745,8953,10477,9461,10053,12173,16741,28659,54573,71120,"13097","GA Douglas County"
14828,18122,18983,18273,18679,17413,13151,12682,13158,11854,"13099","GA Early County"
3209,3309,3313,2744,2964,2494,1876,1924,2297,2334,"13101","GA Echols County"
8334,9971,9985,10164,9646,9133,10144,13632,18327,25687,"13103","GA Effingham County"
19729,24125,23905,18485,19618,18585,17835,17262,18758,18949,"13105","GA Elbert County"
21279,25140,25862,24101,23517,19789,17815,18189,20795,20546,"13107","GA Emanuel County"
.,.,6594,7102,7401,6653,6952,7290,8428,8724,"13109","GA Evans County"
11214,12574,12103,12969,14752,15192,13620,13357,14748,15992,"13111","GA Fannin County"
10114,10966,11396,8665,8170,7978,8199,11364,29043,62415,"13113","GA Fayette County"
33113,36736,39841,48667,56141,62899,69130,73742,79800,81251,"13115","GA Floyd County"
11550,11940,11755,10624,11322,11005,12170,16928,27958,44083,"13117","GA Forsyth County"
17700,17894,19957,15902,15612,14446,13274,12784,15185,16650,"13119","GA Franklin County"
117363,177733,232606,318587,392886,473572,556326,607592,589904,648951,"13121","GA Fulton County"
10198,9237,8406,7344,9001,9963,8922,8956,11110,13368,"13123","GA Gilmer County"
4516,4669,4192,4388,4547,3579,2672,2280,2382,2357,"13125","GA Glascock County"
14317,15720,19370,19400,21920,29046,41954,50528,54981,62496,"13127","GA Glynn County"
14119,15861,17736,16846,18445,18922,19228,23570,30070,35072,"13129","GA Gordon County"
.,18457,20306,19200,19654,18928,18015,17826,19845,20279,"13131","GA Grady County"
16542,18512,18972,12616,13709,12843,11193,10212,11391,11793,"13133","GA Greene County"
25585,28824,30327,27853,29087,32320,43541,72349,166903,352910,"13135","GA Gwinnett County"
13604,10134,10730,12748,14771,16553,18116,20691,25020,27621,"13137","GA Habersham County"
20752,25730,26822,30313,34822,40113,49739,59405,75649,95428,"13139","GA Hall County"
18277,19189,18357,13070,12764,11052,9979,9019,9466,8908,"13141","GA Hancock County"
11922,13514,14440,13263,14377,14663,14543,15927,18422,21966,"13143","GA Haralson County"
18009,17886,15775,11140,11428,11265,11167,11520,15464,17788,"13145","GA Harris County"
14492,16216,17944,15174,15512,14495,15229,15814,18585,19712,"13147","GA Hart County"
11177,11189,11126,9102,8610,6975,5333,5354,6520,8628,"13149","GA Heard County"
18602,19927,20420,15924,15119,15857,17619,23724,36309,58741,"13151","GA Henry County"
22641,23609,21964,11280,11303,20964,39154,62924,77605,89208,"13153","GA Houston County"
13645,10461,12670,12199,12936,11973,9211,8036,8988,8649,"13155","GA Irwin County"
24039,30169,24654,21609,20089,18997,18499,21093,25343,30005,"13157","GA Jackson County"
15033,16552,16362,8594,8772,7473,6135,5760,7553,8453,"13159","GA Jasper County"
.,6050,7322,8118,8841,9299,8914,9425,11473,12032,"13161","GA Jeff Davis County"
18212,21379,22602,20727,20040,18855,17468,17174,18403,17408,"13163","GA Jefferson County"
.,11520,14328,12908,11843,10264,9148,8332,8841,8247,"13165","GA Jenkins County"
11409,12897,13546,12681,12953,9893,8048,7727,8660,8329,"13167","GA Johnson County"
13358,13103,13269,8992,8331,7538,8468,12218,16579,20739,"13169","GA Jones County"
.,.,.,9745,10091,10242,10240,10688,12215,13038,"13171","GA Lamar County"
.,.,.,5190,5632,5151,5097,5031,5654,5531,"13173","GA Lanier County"
25908,35501,39605,32693,33606,33123,32313,32738,36990,39988,"13175","GA Laurens County"
10344,11679,10904,8328,7837,6674,6204,7044,11684,16250,"13177","GA Lee County"
13093,12924,12707,8153,8595,8444,14487,17569,37583,52745,"13179","GA Liberty County"
7156,8714,9739,7847,7042,6462,5906,5895,6716,7442,"13181","GA Lincoln County"
.,.,.,4180,4086,3598,3874,3746,4524,6202,"13183","GA Long County"
20036,24436,26521,29994,31860,35211,49270,55112,67972,75981,"13185","GA Lowndes County"
7433,5444,5240,4927,6223,6574,7241,8728,10762,14573,"13187","GA Lumpkin County"
9804,10325,11509,9014,10878,11443,12627,15276,18546,20119,"13189","GA McDuffie County"
6537,6442,5119,5763,5292,6008,6364,7371,8046,8634,"13191","GA McIntosh County"
14093,15016,17667,16643,15947,14213,13170,12933,14003,13114,"13193","GA Macon County"
13224,16851,18803,14921,13431,12238,11246,13517,17747,21050,"13195","GA Madison County"
10080,9147,7604,6968,6954,6521,5477,5099,5297,5590,"13197","GA Marion County"
23339,25180,26168,22437,22055,21055,19756,19461,21229,22411,"13199","GA Meriwether County"
6319,7986,9565,9076,9998,9023,6908,6397,7038,6280,"13201","GA Miller County"
6763,7239,6885,6730,.,.,.,.,.,.,"13203","GA Milton County"
14767,22114,25588,23620,23261,22528,19652,18956,21114,20275,"13205","GA Mitchell County"
20682,20450,20138,11606,10749,10523,10495,10991,14610,17113,"13207","GA Monroe County"
16359,19638,9167,10020,9668,7901,6284,6099,7011,7163,"13209","GA Montgomery County"
15813,19717,20143,12488,12713,11899,10280,9904,11572,12883,"13211","GA Morgan County"
8623,9763,9490,9215,11137,10676,10447,12986,19685,26147,"13213","GA Murray County"
29836,36227,44195,57558,75494,118028,158623,167377,170108,179278,"13215","GA Muscogee County"
16734,18449,21680,17290,18576,20185,20999,26282,34489,41808,"13217","GA Newton County"
8602,11104,11067,8082,7576,7009,6304,7915,12427,17618,"13219","GA Oconee County"
17881,18680,20287,12927,12430,9958,7926,7598,8929,9763,"13221","GA Oglethorpe County"
12969,14124,14025,12327,12832,11752,13101,17520,26110,41611,"13223","GA Paulding County"
.,.,.,10268,10378,11705,13846,15990,19151,21189,"13225","GA Peach County"
8641,9041,8222,9687,9136,8855,8903,9620,11652,14432,"13227","GA Pickens County"
8100,10749,11934,12522,11800,11112,9678,9281,11897,13328,"13229","GA Pierce County"
18761,19495,21212,10853,10375,8459,7138,7316,8937,10224,"13231","GA Pike County"
17856,20203,20357,25141,28467,30976,28015,29656,32386,33815,"13233","GA Polk County"
18489,22835,11587,9005,9829,8808,8204,8066,8950,8108,"13235","GA Pulaski County"
13436,13876,15151,8367,8514,7731,7798,8394,10295,14137,"13237","GA Putnam County"
4701,4594,3417,3820,3435,3015,2432,2180,2357,2209,"13239","GA Quitman County"
6285,5562,5746,6331,7821,7424,7456,8327,10466,11648,"13241","GA Rabun County"
16847,18841,16721,17174,16609,13804,11078,8734,9599,8023,"13243","GA Randolph County"
53735,58886,63692,72990,81863,108876,135601,162437,181629,189719,"13245","GA Richmond County"
7515,8916,9521,7247,7724,8464,10572,18152,36747,54091,"13247","GA Rockdale County"
5499,5213,5243,5347,5033,4036,3256,3097,3433,3588,"13249","GA Schley County"
19252,20202,23552,20503,20353,18000,14919,12591,14043,13842,"13251","GA Screven County"
.,.,.,7389,8492,7904,6802,7059,9057,9010,"13253","GA Seminole County"
